 10/09/1812 Fri 04:35:32  255456ec42 "toward her."
 10/11/1812 Sun 06:47:47  d7e4e428e9 "“He is here now: tell him... to for... forgive me!” She stopped and"
 10/11/1812 Sun 06:50:14  aa3e66c7a2 "breathed still more quickly, but did not shed tears."
 10/11/1812 Sun 06:51:55  8aff528c51 "“Yes... I will tell him,” answered Pierre; “but...”"
 10/11/1812 Sun 06:53:22  eeb4e042f6 "He did not know what to say."
 10/11/1812 Sun 06:55:19  1ed67cdf21 "Natásha was evidently dismayed at the thought of what he might think she"
 10/11/1812 Sun 06:56:19  4dbffbec13 "had meant."
 10/11/1812 Sun 06:58:16  dc1e508a9f "“No, I know all is over,” she said hurriedly. “No, that can never be."
 10/11/1812 Sun 06:58:53  5e254edce9 "I’m only tormented by the wrong I have done him. Tell him only that I"
 10/11/1812 Sun 06:59:41  c875ba5d19 "beg him to forgive, forgive, forgive me for everything....”"
 10/11/1812 Sun 07:00:14  4f85892bf0 "She trembled all over and sat down on a chair."
 10/11/1812 Sun 07:02:43  639b0b3fbb "A sense of pity he had never before known overflowed Pierre’s heart."
 10/11/1812 Sun 07:05:00  55aa10067b "“I will tell him, I will tell him everything once more,” said Pierre."
 10/11/1812 Sun 07:06:47  24d95ed6cd "“But... I should like to know one thing....”"
 10/11/1812 Sun 07:07:38  2233447d76 "“Know what?” Natásha’s eyes asked."
 10/11/1812 Sun 07:08:38  58958a958d "“I should like to know, did you love...” Pierre did not know how to"
 10/11/1812 Sun 07:10:11  70a1c4211e "refer to Anatole and flushed at the thought of him—“did you love that"
 10/11/1812 Sun 07:12:07  ecb2f20ff4 "bad man?”"
 10/11/1812 Sun 07:12:42  9fea89f314 "“Don’t call him bad!” said Natásha. “But I don’t know, don’t know at"
 10/11/1812 Sun 07:13:55  366f5cf03a "all....”"
 10/11/1812 Sun 07:14:29  1b7c57d422 "She began to cry and a still greater sense of pity, tenderness, and love"
 10/11/1812 Sun 07:15:55  6e11dc5091 "welled up in Pierre. He felt the tears trickle under his spectacles and"
 10/11/1812 Sun 07:16:41  890d9511a5 "hoped they would not be noticed."
 10/11/1812 Sun 07:18:47  0a6f087525 "“We won’t speak of it any more, my dear,” said Pierre, and his gentle,"
 10/11/1812 Sun 07:19:20  1853581af8 "cordial tone suddenly seemed very strange to Natásha."
 10/11/1812 Sun 07:21:00  eec9185e35 "“We won’t speak of it, my dear—I’ll tell him everything; but one thing"
 10/11/1812 Sun 07:22:22  1a74835301 "I beg of you, consider me your friend and if you want help, advice,"
 10/11/1812 Sun 07:23:49  66a2995830 "or simply to open your heart to someone—not now, but when your mind is"
 10/11/1812 Sun 07:25:06  c39bdc9c85 "clearer think of me!” He took her hand and kissed it. “I shall be happy"
 10/11/1812 Sun 07:27:32  39fc490019 "if it’s in my power...”"
 10/11/1812 Sun 07:29:13  c0deace001 "Pierre grew confused."
 10/11/1812 Sun 07:31:03  b050054d79 "“Don’t speak to me like that. I am not worth it!” exclaimed Natásha and"
 10/11/1812 Sun 07:32:41  2174d86a93 "turned to leave the room, but Pierre held her hand."
 10/11/1812 Sun 07:34:18  5c234c5083 "He knew he had something more to say to her. But when he said it he was"
 10/11/1812 Sun 07:35:06  8a194f6cdf "amazed at his own words."
 10/11/1812 Sun 07:36:12  9c05943954 "“Stop, stop! You have your whole life before you,” said he to her."
 10/11/1812 Sun 07:38:12  3f1bee8035 "“Before me? No! All is over for me,” she replied with shame and"
 10/11/1812 Sun 07:40:27  d8dbdecdff "self-abasement."
 10/11/1812 Sun 07:41:32  9cd4350282 "“All over?” he repeated. “If I were not myself, but the handsomest,"
 10/11/1812 Sun 07:43:50  9414831d19 "cleverest, and best man in the world, and were free, I would this moment"
 10/11/1812 Sun 07:46:08  c0deace001 "ask on my knees for your hand and your love!”"
 10/11/1812 Sun 07:48:05  c73119f0c0 "For the first time for many days Natásha wept tears of gratitude and"
 10/11/1812 Sun 07:49:33  c0deace001 "tenderness, and glancing at Pierre she went out of the room."
 10/11/1812 Sun 07:51:52  f80fb115bb "Pierre too when she had gone almost ran into the anteroom, restraining"
 10/11/1812 Sun 07:52:23  1075cc8f11 "tears of tenderness and joy that choked him, and without finding the"
 10/11/1812 Sun 07:52:58  e2b4ed65aa "sleeves of his fur cloak threw it on and got into his sleigh."
 10/11/1812 Sun 07:55:23  c7fecdc4b8 "“Where to now, your excellency?” asked the coachman."
 10/11/1812 Sun 07:56:29  9da8c490b3 "“Where to?” Pierre asked himself. “Where can I go now? Surely not to the"
 10/11/1812 Sun 07:57:08  5c31e4b5d1 "Club or to pay calls?” All men seemed so pitiful, so poor, in comparison"
 10/11/1812 Sun 07:58:21  0d6bbe8a7d "with this feeling of tenderness and love he experienced: in comparison"
 10/11/1812 Sun 07:59:44  3178c1dae3 "with that softened, grateful, last look she had given him through her"
 10/11/1812 Sun 08:01:51  d7635650d1 "tears."
 10/11/1812 Sun 08:03:07  08b63a01ff "“Home!” said Pierre, and despite twenty-two degrees of frost Fahrenheit"
 10/11/1812 Sun 08:05:32  a937af6553 "he threw open the bearskin cloak from his broad chest and inhaled the"
 10/11/1812 Sun 08:06:23  11d527bc17 "air with joy."
 10/11/1812 Sun 08:08:28  dde9ed18ec "It was clear and frosty. Above the dirty, ill-lit streets, above the"
 10/11/1812 Sun 08:09:32  a135eb625a "black roofs, stretched the dark starry sky. Only looking up at the sky"
 10/11/1812 Sun 08:10:19  4ede4bfba1 "did Pierre cease to feel how sordid and humiliating were all mundane"
 10/11/1812 Sun 08:11:36  caac8f3580 "things compared with the heights to which his soul had just been raised."
 10/11/1812 Sun 08:12:36  9f8afcbbd8 "At the entrance to the Arbát Square an immense expanse of dark starry"
 10/11/1812 Sun 08:14:44  77ff522f01 "sky presented itself to his eyes. Almost in the center of it, above the"
 10/11/1812 Sun 08:17:09  5cfa53ce14 "Prechístenka Boulevard, surrounded and sprinkled on all sides by stars"
 10/11/1812 Sun 08:19:08  bbb8e50d6f "but distinguished from them all by its nearness to the earth, its white"
 10/11/1812 Sun 08:21:26  50086c0a16 "light, and its long uplifted tail, shone the enormous and brilliant"
 10/11/1812 Sun 08:22:19  6c06d77298 "comet of 1812—the comet which was said to portend all kinds of woes"
 10/11/1812 Sun 08:23:48  fa7846743b "and the end of the world. In Pierre, however, that comet with its long"
 10/11/1812 Sun 08:25:51  4cc37b5e0c "luminous tail aroused no feeling of fear. On the contrary he gazed"
 10/11/1812 Sun 08:27:11  cac11c42bf "joyfully, his eyes moist with tears, at this bright comet which, having"
 10/11/1812 Sun 08:28:20  ced32dc2ee "traveled in its orbit with inconceivable velocity through immeasurable"
 10/11/1812 Sun 08:30:04  dce2c8fc05 "space, seemed suddenly—like an arrow piercing the earth—to remain"
 10/11/1812 Sun 08:31:50  dd01948fc3 "fixed in a chosen spot, vigorously holding its tail erect, shining and"
 10/11/1812 Sun 08:32:26  8fbe756005 "displaying its white light amid countless other scintillating stars. It"
 10/11/1812 Sun 08:33:08  a2a073c0af "seemed to Pierre that this comet fully responded to what was passing in"
 10/11/1812 Sun 08:35:33  ff9ac18f5c "his own softened and uplifted soul, now blossoming into a new life."
 10/11/1812 Sun 08:37:59  65d242fb27 "BOOK NINE: 1812"
 10/11/1812 Sun 08:38:34  973551af2e "CHAPTER I"
 10/11/1812 Sun 08:40:56  6341ce1c77 "From the close of the year 1811 intensified arming and concentrating of"
 10/11/1812 Sun 08:43:09  a7a4c6e55d "the forces of Western Europe began, and in 1812 these forces—millions"
 10/11/1812 Sun 08:44:12  d1e90558f9 "of men, reckoning those transporting and feeding the army—moved from the"
 10/11/1812 Sun 08:44:43  c0deace001 "west eastwards to the Russian frontier, toward which since 1811 Russian"
 10/11/1812 Sun 08:46:39  2065589392 "forces had been similarly drawn. On the twelfth of June, 1812, the"
 10/11/1812 Sun 08:48:47  d7bba877e5 "forces of Western Europe crossed the Russian frontier and war began,"
 10/11/1812 Sun 08:50:13  712e56659b "that is, an event took place opposed to human reason and to human"
 10/11/1812 Sun 08:51:56  5b7edfc424 "nature. Millions of men perpetrated against one another such innumerable"
 10/11/1812 Sun 08:54:17  0696eb88b6 "crimes, frauds, treacheries, thefts, forgeries, issues of false money,"
 10/11/1812 Sun 08:55:19  bc5e079293 "burglaries, incendiarisms, and murders as in whole centuries are not"
 10/11/1812 Sun 08:57:36  cf4729fe79 "recorded in the annals of all the law courts of the world, but which"
 10/11/1812 Sun 08:58:07  8c9cabcd27 "those who committed them did not at the time regard as being crimes."
 10/11/1812 Sun 08:59:56  491da86129 "What produced this extraordinary occurrence? What were its causes? The"
 10/11/1812 Sun 09:00:35  5867c1eccd "historians tell us with naïve assurance that its causes were the wrongs"
 10/11/1812 Sun 09:02:36  e9add7750b "inflicted on the Duke of Oldenburg, the nonobservance of the Continental"
 10/11/1812 Sun 09:04:12  a94d5d68eb "System, the ambition of Napoleon, the firmness of Alexander, the"
 10/11/1812 Sun 09:06:21  0dd47a7f92 "mistakes of the diplomatists, and so on."
 10/11/1812 Sun 09:08:10  e4f991c48f "Consequently, it would only have been necessary for Metternich,"
 10/11/1812 Sun 09:10:02  d4a0342cc8 "Rumyántsev, or Talleyrand, between a levee and an evening party, to have"
 10/11/1812 Sun 09:11:02  394a38f2ee "taken proper pains and written a more adroit note, or for Napoleon to"
 10/11/1812 Sun 09:12:16  a0c1a5a424 "have written to Alexander: “My respected Brother, I consent to restore"
 10/11/1812 Sun 09:12:58  f85fa64b73 "the duchy to the Duke of Oldenburg”—and there would have been no war."
 10/11/1812 Sun 09:14:38  8c157d500c "We can understand that the matter seemed like that to contemporaries."
 10/11/1812 Sun 09:16:58  0abc39c597 "It naturally seemed to Napoleon that the war was caused by England’s"
 10/11/1812 Sun 09:18:49  c79d263c6c "intrigues (as in fact he said on the island of St. Helena). It naturally"
 10/11/1812 Sun 09:20:27  f6adb6e296 "seemed to members of the English Parliament that the cause of the war"
 10/11/1812 Sun 09:22:51  8f12d439f5 "was Napoleon’s ambition; to the Duke of Oldenburg, that the cause of the"
 10/11/1812 Sun 09:24:37  93be056df6 "war was the violence done to him; to businessmen that the cause of the"
 10/11/1812 Sun 09:26:11  20b369ce95 "war was the Continental System which was ruining Europe; to the generals"
 10/11/1812 Sun 09:28:40  998a5e4865 "and old soldiers that the chief reason for the war was the necessity of"
 10/11/1812 Sun 09:30:19  095c37f713 "giving them employment; to the legitimists of that day that it was the"
 10/11/1812 Sun 09:31:28  e1d15a452d "need of re-establishing les bons principes, and to the diplomatists of"
 10/11/1812 Sun 09:32:31  395a88c610 "that time that it all resulted from the fact that the alliance between"
 10/11/1812 Sun 09:34:03  88862de765 "Russia and Austria in 1809 had not been sufficiently well concealed"
 10/11/1812 Sun 09:35:30  2d33a18558 "from Napoleon, and from the awkward wording of Memorandum No. 178. It"
 10/11/1812 Sun 09:37:51  cf7c172dbc "is natural that these and a countless and infinite quantity of other"
 10/11/1812 Sun 09:38:54  c979f5eecf "reasons, the number depending on the endless diversity of points"
 10/11/1812 Sun 09:41:18  dd62809a40 "of view, presented themselves to the men of that day; but to us, to"
 10/11/1812 Sun 09:42:45  ded8cab018 "posterity who view the thing that happened in all its magnitude and"
 10/11/1812 Sun 09:43:39  9d603f1320 "perceive its plain and terrible meaning, these causes seem insufficient."
 10/11/1812 Sun 09:44:27  e8c2e7d3bc "To us it is incomprehensible that millions of Christian men killed and"
 10/11/1812 Sun 09:45:41  e9bf607cea "tortured each other either because Napoleon was ambitious or Alexander"
 10/11/1812 Sun 09:46:36  8f8b6a4e45 "was firm, or because England’s policy was astute or the Duke of"
 10/11/1812 Sun 09:48:43  d6e11c35ca "Oldenburg wronged. We cannot grasp what connection such circumstances"
 10/11/1812 Sun 09:49:59  44dcf6b26d "have with the actual fact of slaughter and violence: why because the"
 10/11/1812 Sun 09:52:25  52bc5f7a7a "Duke was wronged, thousands of men from the other side of Europe killed"
 10/11/1812 Sun 09:53:30  c0deace001 "and ruined the people of Smolénsk and Moscow and were killed by them."
 10/11/1812 Sun 09:55:07  4c43680025 "To us, their descendants, who are not historians and are not carried"
 10/11/1812 Sun 09:57:34  46d2857026 "away by the process of research and can therefore regard the event"
 10/11/1812 Sun 09:58:51  4a2a7cbab2 "with unclouded common sense, an incalculable number of causes present"
 10/11/1812 Sun 10:01:13  ffb3841ada "themselves. The deeper we delve in search of these causes the more of"
 10/11/1812 Sun 10:01:53  0947d8c1e4 "them we find; and each separate cause or whole series of causes appears"
 10/11/1812 Sun 10:04:20  1d5066fd9e "to us equally valid in itself and equally false by its insignificance"
 10/11/1812 Sun 10:06:32  7642b0b078 "compared to the magnitude of the events, and by its impotence—apart"
 10/11/1812 Sun 10:08:25  c0deace001 "from the cooperation of all the other coincident causes—to occasion the"
 10/11/1812 Sun 10:10:32  1e3302da86 "event. To us, the wish or objection of this or that French corporal to"
 10/11/1812 Sun 10:11:41  bceca99203 "serve a second term appears as much a cause as Napoleon’s refusal to"
 10/11/1812 Sun 10:12:13  846794e71e "withdraw his troops beyond the Vistula and to restore the duchy of"
 10/11/1812 Sun 10:14:11  bbf4814ecc "Oldenburg; for had he not wished to serve, and had a second, a third,"
 10/11/1812 Sun 10:16:21  05e2978b21 "and a thousandth corporal and private also refused, there would have"
 10/11/1812 Sun 10:17:25  ec5d44c10b "been so many less men in Napoleon’s army and the war could not have"
 10/11/1812 Sun 10:19:48  9565f08089 "occurred."
 10/11/1812 Sun 10:20:53  c0deace001 "Had Napoleon not taken offense at the demand that he should withdraw"
 10/11/1812 Sun 10:23:08  b8a406c74c "beyond the Vistula, and not ordered his troops to advance, there would"
 10/11/1812 Sun 10:24:46  cd83891334 "have been no war; but had all his sergeants objected to serving a second"
 10/11/1812 Sun 10:26:33  fd429fe414 "term then also there could have been no war. Nor could there have been"
 10/11/1812 Sun 10:27:37  8b57601bd0 "a war had there been no English intrigues and no Duke of Oldenburg, and"
 10/11/1812 Sun 10:29:31  5274466d7d "had Alexander not felt insulted, and had there not been an autocratic"
 10/11/1812 Sun 10:31:36  51cb702a48 "government in Russia, or a Revolution in France and a subsequent"
 10/11/1812 Sun 10:33:16  1e8c45589c "dictatorship and Empire, or all the things that produced the French"
 10/11/1812 Sun 10:35:28  9f8d5aab8f "Revolution, and so on. Without each of these causes nothing could have"
 10/11/1812 Sun 10:37:02  f92f256cb3 "happened. So all these causes—myriads of causes—coincided to bring it"
 10/11/1812 Sun 10:39:28  ac56be285c "about. And so there was no one cause for that occurrence, but it had"
 10/11/1812 Sun 10:41:28  edf079ffd8 "to occur because it had to. Millions of men, renouncing their human"
 10/11/1812 Sun 10:43:38  e0135aada4 "feelings and reason, had to go from west to east to slay their fellows,"
 10/11/1812 Sun 10:44:21  700097cc62 "just as some centuries previously hordes of men had come from the east"
 10/11/1812 Sun 10:45:29  a528039d49 "to the west, slaying their fellows."
 10/11/1812 Sun 10:47:28  b8cb2dc0c8 "The actions of Napoleon and Alexander, on whose words the event seemed"
 10/11/1812 Sun 10:48:59  1d77219795 "to hang, were as little voluntary as the actions of any soldier who was"
 10/11/1812 Sun 10:49:59  67846b8d11 "drawn into the campaign by lot or by conscription. This could not be"
 10/11/1812 Sun 10:52:08  979287ee4f "otherwise, for in order that the will of Napoleon and Alexander (on whom"
